ID,TARGET
2287,1
2289,0
2290,0
2291,0
2293,0
2300,1
2301,1
2302,1
2303,1
2304,0
2305,1
2306,0
2307,0
2308,0
2311,0
2313,0
2315,0
2316,1
2318,0
2322,1
2323,0
2325,1
2327,0
2328,0
2329,0
2330,1
2332,0
2333,1
2334,1
2337,0
2338,0
2341,1
2344,0
2345,1
2347,1
2348,1
2349,0
2350,1
2351,0
2358,0
2359,0
2361,0
2363,1
2364,1
2366,0
2369,0
2370,1
2373,0
2375,1
2377,0
2384,0
2385,1
2386,0
2387,0
2388,1
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2400,0
2401,1
2403,1
2407,0
2408,0
2410,0
2414,1
2416,0
2421,0
2422,0
2423,0
2425,0
2430,1
2433,1
2434,0
2437,0
2438,0
2439,0
2440,0
2442,0
2444,0
2449,0
2456,0
2458,1
2462,0
2463,1
2464,1
2465,0
2466,0
2470,0
2476,0
2478,0
2482,0
2483,0
2484,0
2487,1
2488,0
2493,1
2494,0
2495,0
2499,0
2501,1
2503,1
2504,0
2507,0
2509,0
2511,0
2512,0
2515,0
2516,1
2517,0
2521,0
2525,0
2527,0
2528,1
2529,1
2530,1
2531,0
2533,1
2537,0
2538,0
2539,0
2541,0
2542,0
2543,1
2544,0
2545,0
2546,0
2548,0
2549,1
2555,0
2556,1
2558,1
2561,0
2563,0
2566,0
2567,0
2572,1
2573,1
2574,0
2578,0
2580,1
2581,1
2582,0
2586,0
2588,0
2589,1
2591,0
2594,1
2595,0
2596,0
2597,1
2599,1
2600,0
2601,0
2611,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,1
2619,1
2626,1
2630,0
2632,1
2636,1
2639,1
2642,1
2644,0
2647,0
2648,0
2649,1
2651,0
2652,0
2656,0
2658,1
2664,1
2667,1
2669,0
2670,0
2671,0
2672,1
2673,0
2678,0
2679,0
2682,0
2684,0
2685,0
2687,0
2689,1
2700,0
2701,0
2702,1
2704,0
2707,1
2710,1
2713,0
2715,1
2716,1
2724,0
2726,0
2727,0
2728,1
2730,1
2731,1
2733,0
2736,0
2737,0
2739,1
2740,0
2741,0
2745,0
2747,0
2749,1
2751,1
2752,1
2759,0
2760,0
2764,0
2766,0
2769,1
2772,1
2773,0
2774,0
2776,1
2779,0
2782,0
2783,0
2788,0
2789,1
2791,0
2793,0
2794,0
2796,1
2801,1
2803,0
2804,0
2805,0
2806,0
2808,0
2809,0
2812,0
2814,1
2815,0
2816,0
2817,0
2819,0
2821,0
2822,1
2825,0
2827,0
2829,0
2830,1
2831,0
2833,0
2838,1
2839,0
2843,1
2845,0
2849,0
2850,0
2852,1
2859,0
2861,0
2862,1
2863,1
2865,0
2866,1
2867,0
2869,1
2871,0
2872,0
2873,0
2874,1
2876,0
2877,1
2880,0
2881,0
2882,0
2885,1
2886,1
2888,1
2889,1
2891,1
2892,1
2893,0
2897,0
2898,0
2899,0
2901,1
2903,0
2904,1
2905,1
2906,0
2908,1
2910,0
2913,0
2914,0
2915,0
2917,1
2918,1
2919,0
2920,0
2921,1
2922,0
2925,0
2926,1
2927,0
2928,0
2929,0
2930,1
2936,0
2944,0
2949,0
2950,1
2951,1
2952,1
2955,0
2957,1
2959,1
2960,0
2961,1
2963,0
2966,0
2967,0
2968,0
2969,1
2970,1
2972,1
2973,1
2974,0
2975,1
2976,1
2980,0
2983,0
2984,0
2986,1
2988,1
2989,1
2990,1
2991,1
2994,0
2995,1
2997,0
3000,0
3001,1
3002,0
3003,1
3005,0
3007,0
3008,1
3009,0
3011,1
3012,0
3015,0
3017,0
3019,1
3022,0
3025,0
3027,0
3028,1
3030,0
3031,1
3033,1
3035,1
3036,0
3037,0
3039,0
3041,0
3046,0
3047,0
3048,0
3050,0
3051,1
3053,0
3055,0
3056,0
3058,1
3060,0
3062,0
3063,0
3064,0
3065,0
3067,0
3069,0
3070,0
3072,0
3073,1
3074,0
3079,0
3080,0
3083,0
3084,1
3089,0
3093,1
3094,0
3096,0
3098,1
3100,0
3101,1
3102,1
3104,1
3105,1
3106,0
3109,1
3110,1
3111,1
3113,0
3115,0
3116,0
3120,1
3122,0
3124,0
3128,0
3129,0
3130,1
3132,1
3133,1
3135,1
3138,1
3139,1
3140,0
3143,0
3146,0
3148,0
3149,0
3150,0
3152,0
3153,0
3154,0
3155,0
3159,1
3162,0
3163,0
3164,0
3166,0
3167,0
3168,0
3171,0
3172,1
3173,0
3177,0
3181,0
3183,0
3185,0
3186,0
3190,1
3192,0
3193,0
3194,0
3195,1
3197,0
3200,0
3201,0
3206,1
3207,1
3208,0
3210,0
3211,0
3214,0
3216,0
3217,1
3218,0
3219,1
3223,0
3224,0
3227,0
3229,0
3230,1
3231,1
3232,0
3234,0
3241,0
3242,0
3244,0
3246,1
3248,1
3249,0
3250,0
3252,1
3253,0
3254,0
3255,0
3257,0
3260,0
3264,0
3266,1
3267,1
3268,1
3270,0
3271,1
3274,1
3275,0
3276,1
3278,1
3282,0
3284,0
3287,1
3288,1
3289,1
3291,1
3292,0
3293,0
3294,0
3296,1
3298,0
3302,0
3303,1
3304,0
3306,0
3307,0
3309,0
3310,0
3311,1
3312,0
3315,1
3316,1
3320,0
3322,1
3324,1
3325,0
3326,1
3329,0
3331,1
3332,0
3334,0
3336,0
3337,0
3339,0
3340,0
3341,1
3345,1
3348,1
3350,0
3352,0
3354,0
3355,0
3356,1
3357,0
3360,0
3361,1
3362,1
3363,1
3364,0
3365,1
3366,0
3367,0
3372,1
3374,0
3375,1
3376,0
3377,0
3378,1
3380,1
3381,0
3382,1
3385,0
3386,0
3389,0
3390,1
3391,0
3393,0
3394,0
3401,0
3403,0
3404,1
3406,0
3407,0
3410,0
3411,0
3414,0
3416,0
3418,0
3419,1
3421,0
3422,1
3423,0
3424,0
3426,0
3427,0
3429,0
3431,1
3433,1
3435,0
3436,0
3437,0
3438,0
3442,0
3444,0
3447,0
3450,1
3451,0
3454,1
3455,0
3456,0
3459,0
3460,1
3461,0
3463,1
3465,1
3468,0
3469,1
3470,0
3472,0
3473,0
3475,0
3476,0
3478,0
3479,1
3481,0
3483,0
3484,0
3485,1
3488,0
3489,0
3490,1
3494,0
3498,1
3501,0
3503,0
3506,0
3507,1
3509,0
3510,1
3511,1
3512,1
3514,1
3517,1
3519,1
3521,0
3522,0
3524,0
3526,0
3527,1
3529,1
3534,0
3536,0
3539,0
3540,1
3541,1
3542,0
3543,1
3544,1
3545,1
3547,1
3548,0
3549,0
3553,1
3555,1
3556,0
3557,0
3558,0
3564,0
3565,0
3566,1
3568,1
3569,1
3571,1
3574,1
3576,0
3579,0
3582,0
3583,0
3585,0
3586,0
3588,0
3589,0
3590,1
3591,1
3593,0
3594,0
3596,0
3597,0
3598,0
3600,1
3601,0
3602,0
3603,0
3606,1
3610,0
3611,1
3612,0
3614,0
3617,0
3618,1
3619,0
3621,1
3622,0
3624,0
3627,0
3628,1
3634,0
3637,1
3638,0
3643,0
3644,1
3646,0
3648,0
3651,1
3652,0
3654,1
3656,1
3658,0
3659,0
3661,1
3663,0
3664,1
3665,1
3668,1
3669,1
3670,0
3671,1
3673,1
3674,1
3676,0
3678,0
3679,0
3683,0
3684,1
3685,0
3687,0
3693,0
3696,1
3698,0
3700,0
3702,1
3706,0
3707,0
3716,0
3720,1
3721,0
3723,0
3725,1
3726,1
3734,0
3735,1
3736,0
3737,0
3739,1
3740,0
3743,0
3746,0
3749,0
3754,0
3756,0
3757,0
3759,0
3762,0
3763,0
3766,0
3769,0
3770,0
3776,1
3777,0
3778,0
3781,1
3783,0
3787,1
3788,0
3791,0
3792,0
3793,0
3794,1
3795,0
3797,1
3800,1
3802,0
3804,0
3805,0
3807,0
3809,0
3811,0
3815,0
3816,0
3819,0
3821,1
3822,0
3823,1
3824,1
3825,1
3827,0
3829,1
3830,0
3831,0
3833,1
3838,0
3842,0
3844,1
3845,0
3848,0
3849,1
3851,0
3855,0
3856,0
3858,1
3859,0
3862,0
3865,0
3866,0
3869,1
3873,1
3876,1
3877,0
3878,0
3883,0
3886,0
3887,1
3890,0
3894,0
3898,1
3899,1
3901,0
3902,0
3903,0
3904,1
3909,0
3911,0
3914,0
3916,1
3917,1
3918,0
3919,1
3921,1
3922,1
3926,1
3928,0
3929,0
3932,0
3933,1
3936,0
3938,0
3940,0
3942,1
3944,1
3946,1
3948,0
3949,1
3951,0
3953,0
3954,0
3955,1
3959,0
3960,0
3963,0
3964,0
3965,0
3967,1
3968,0
3969,0
3974,1
3975,0
3980,1
3981,1
3984,0
3986,0
3989,0
3991,0
3992,0
3993,0
3994,0
3996,0
3997,1
4001,0
4002,0
4003,0
4005,0
4009,1
4011,1
4014,0
4016,0
4018,0
4021,0
4022,1
4024,0
4025,0
4027,0
4031,1
4032,1
4033,0
4034,0
4035,1
4036,0
4037,0
4040,0
4041,0
4042,1
4044,1
4046,0
4047,0
4048,0
4049,0
4050,0
4052,0
4055,0
4058,0
4060,0
4061,0
4063,0
4068,0
4071,0
4073,0
4075,0
4076,0
4079,1
4083,1
4086,0
4087,1
4089,1
4092,1
4093,1
4096,0
4098,1
4100,0
4102,0
4106,0
4108,0
4110,1
4111,0
4112,0
4113,0
4114,1
4116,0
4119,1
4121,0
4123,1
4124,0
4126,1
4128,1
4133,1
4135,1
4136,0
4138,0
4141,1
4144,1
4148,0
4152,0
4153,0
4154,1
4157,0
4158,1
4159,0
4161,1
4162,0
4164,1
4165,0
4166,0
4167,0
4170,0
4171,1
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,1
4181,1
4184,1
4185,1
4188,1
4189,1
4190,1
4191,0
4192,0
4193,0
4194,0
4195,0
4196,0
4199,0
4200,0
4202,1
4204,0
4206,0
4207,0
4211,0
4212,0
4213,0
4214,1
4215,0
4216,0
4217,0
4220,0
4221,0
4223,1
4228,1
4231,1
4233,0
4234,0
4235,0
4236,1
4240,0
4241,0
4247,0
4248,0
4249,0
4252,1
4255,1
4256,0
4258,1
4260,0
4261,0
4265,0
4268,0
4269,0
4270,0
4273,0
4274,0
4276,0
4277,0
4278,0
4280,0
4281,0
4286,1
4289,0
4290,1
4291,0
4293,0
4300,1
4302,0
4303,0
4304,1
4306,0
4308,1
4314,0
4316,0
4320,0
4321,1
4323,0
4324,1
4326,0
4327,1
4329,0
4330,0
4331,0
4333,0
4334,1
4335,0
4336,0
4337,1
4339,0
4340,1
4341,0
4348,0
4350,0
4351,0
4353,0
4354,0
4355,0
4356,0
4358,0
4359,0
4361,0
4362,0
4363,1
4364,0
4366,0
4369,1
4370,0
4372,1
4373,0
4374,1
4375,0
4376,1
4379,0
4380,0
4382,0
4383,1
4385,1
4386,1
4388,0
4389,0
4391,0
4393,0
4396,0
4400,0
4401,0
4402,0
4407,1
4409,1
4414,0
4416,0
4417,1
4418,0
4420,1
4421,0
4422,1
4423,1
4426,1
4427,0
4429,0
4430,0
4431,1
4432,0
4434,1
4436,0
4437,0
4440,0
4442,0
4443,0
4444,1
4445,1
4446,1
4449,1
4453,0
4454,0
4458,1
4459,1
4460,1
4466,0
4470,0
4472,0
4473,1
4477,1
4478,0
4480,0
4481,0
4482,1
4483,1
4484,0
4486,1
4489,1
4490,1
4492,0
4494,0
4495,0
4496,0
4498,0
4501,0
4502,0
4503,0
4504,0
4506,1
4507,1
4508,0
4510,0
4514,0
4515,0
4516,0
4517,0
4522,0
4528,0
4529,0
4531,1
4535,0
4541,0
4542,1
4543,0
4544,1
4546,0
4549,0
4550,0
4553,0
4556,0
4559,0
4561,0
4562,0
4565,0
4566,0
4567,0
4568,0
4570,0
4571,0
4572,0
4573,0
4576,0
4577,0
4582,0
4584,1
4585,0
4587,1
4588,0
4590,0
4592,1
4593,0
4596,1
4597,0
4598,1
4599,1
4600,1
4601,0
4602,0
4603,0
4604,0
4605,0
4610,0
4616,0
4617,0
4621,0
4625,1
4626,0
4627,0
4634,0
4636,1
4638,1
4640,0
4642,1
4643,0
4650,0
4651,0
4652,1
4655,0
4657,0
4661,0
4662,0
4666,0
4669,1
4670,1
4671,0
4674,1
4676,0
4678,0
4679,0
4682,0
4685,0
4686,0
4689,0
4690,1
4691,1
4693,1
4694,0
4698,1
4699,1
4702,0
4704,1
4705,0
4706,1
4712,1
4713,0
4714,1
4715,1
4716,1
4717,0
4719,0
4720,0
4721,0
4722,0
4725,0
4726,0
4727,1
4729,0
4730,0
4732,0
4735,0
4737,0
4738,0
4740,1
4741,0
4742,1
4746,0
4751,0
4753,0
4755,1
4756,0
4760,0
4761,0
4763,0
4764,0
4768,0
4773,1
4778,0
4782,0
4783,0
4784,0
4788,0
4791,0
4792,1
4793,1
4794,0
4797,1
4798,0
4799,0
4800,0
4802,0
4803,0
4807,0
4808,1
4809,0
4812,0
4813,0
4815,0
4822,0
4826,0
4827,1
4828,0
4829,0
4833,0
4834,1
4835,1
4836,0
4837,0
4845,0
4846,1
4847,0
4848,0
4851,1
4852,1
4853,1
4854,0
4856,0
4857,0
4858,0
4859,0
4861,0
4866,1
4867,0
4868,0
4869,1
4870,0
4872,0
4873,1
4875,1
4878,0
4880,0
4881,0
4886,0
4887,0
4888,0
4889,0
4891,0
4896,0
4898,0
4899,0
4900,0
4902,0
4903,1
4904,0
4908,1
4909,0
4910,1
4911,0
4914,0
4915,0
4919,0
4922,1
4927,0
4932,1
4934,0
4936,0
4937,0
4938,1
4941,0
4942,1
4945,0
4946,1
4949,0
4951,1
4953,0
4956,0
4958,0
4959,0
4961,0
4964,0
4965,0
4967,0
4968,0
4973,1
4976,0
4979,0
4980,0
4981,1
4983,1
4984,0
4985,1
4986,0
4988,0
4989,0
4990,1
4992,0
4993,1
4996,1
4997,0
5001,0
5002,0
5005,0
5006,1
5007,1
5009,0
5011,0
5020,1
5021,0
5023,0
5024,1
5028,1
5031,1
5033,0
5034,0
5035,1
5036,0
5037,1
5039,1
5042,1
5044,1
5045,1
5049,0
5050,1
5051,0
5053,0
5054,0
5055,0
5056,1
5059,0
5060,0
5061,1
5063,0
5065,1
5069,0
5071,0
5073,0
5074,1
5080,0
5081,0
5082,1
5084,0
5085,0
5090,0
5091,1
5092,1
5096,0
5099,0
5102,0
5103,1
5104,1
5105,0
5106,0
5108,1
5112,0
5116,0
5119,0
5120,1
5125,1
5128,0
5132,1
5134,0
5135,0
5137,1
5138,1
5139,1
5142,1
5144,0
5145,0
5146,1
5147,0
5148,0
5149,0
5150,1
5151,0
5152,0
5156,0
5159,0
5161,0
5162,1
5165,0
5170,1
5172,0
5173,1
5174,1
5175,0
5177,0
5178,0
5184,0
5185,0
5188,0
5189,0
5191,0
5192,0
5194,0
5195,1
5198,0
5199,0
5200,1
5201,0
5205,1
5206,0
5208,1
5212,0
5213,1
5214,0
5217,0
5219,1
5222,1
5225,0
5226,0
5227,1
5230,0
5231,0
5232,0
5235,1
5236,1
5237,0
5238,0
5245,0
5246,0
5248,1
5250,0
5252,0
5253,0
5254,0
5257,1
5261,1
5267,1
5269,1
5272,0
5273,1
5275,1
5278,0
5279,0
5280,1
5281,0
5283,0
5286,0
5287,1
5291,0
5292,1
5294,1
5300,0
5303,0
5304,0
5306,1
5307,0
5310,0
5311,1
5313,1
5315,0
5317,1
5319,0
5321,0
5329,0
5331,0
5332,0
5335,0
5336,1
5337,1
5340,0
5341,0
5343,0
5344,1
5345,0
5349,0
5350,0
5352,0
5353,0
5354,1
5356,1
5357,0
5358,1
5359,0
5363,1
5366,0
5367,0
5373,0
5374,1
5377,0
5378,0
5379,0
5381,0
5386,0
5389,1
5395,0
5397,0
5398,0
5402,1
5404,1
5409,0
5410,1
5411,1
5412,0
5414,0
5419,0
5424,0
5429,0
5430,1
5431,0
5432,1
5436,0
5438,0
5443,0
5444,1
5445,0
5446,0
5447,0
5448,1
5449,0
5454,1
5457,1
5459,0
5461,0
5462,0
5465,0
5470,0
5471,1
5472,0
5474,0
5478,0
5479,0
5480,1
5482,0
5485,0
5487,1
5488,0
5492,0
5494,1
5496,0
5497,0
5499,0
5501,1
5503,0
5504,0
5505,0
5507,0
5508,1
5509,0
5510,0
5511,0
5513,0
5514,1
5515,0
5517,0
5520,1
5524,0
5526,0
5527,0
5532,1
5534,1
5535,0
5537,0
5538,0
5540,0
5541,0
5543,0
5544,0
5547,1
5548,1
5550,0
5553,1
5554,0
5557,0
5558,1
5559,0
5560,1
5564,1
5566,0
5567,0
5568,0
5569,1
5574,0
5575,1
5577,1
5578,1
5581,0
5583,0
5585,0
5586,0
5587,1
5588,0
5590,1
5592,0
5593,1
5598,0
5599,0
5602,0
5603,1
5604,0
5605,0
5606,0
5607,0
5610,0
5611,0
5613,0
5614,0
5616,1
5617,0
5618,0
5619,0
5620,0
5622,1
5623,0
5624,0
5626,0
5627,0
5629,0
5630,1
5633,0
5634,1
5635,1
5637,0
5640,0
5642,0
5644,0
5646,1
5647,1
5653,0
5654,1
5656,0
5660,0
5661,1
5662,1
5663,1
5664,0
5667,0
5668,0
5671,1
5673,0
5674,0
5676,1
5677,0
5679,0
5680,1
5681,0
5682,1
5684,0
5686,1
5688,0
5690,0
5691,0
5692,1
5696,0
5699,0
5700,1
5702,0
5707,0
5709,0
5710,1
5711,1
5712,1
5714,0
5715,1
5717,0
5722,1
5725,0
5726,1
5727,1
5732,0
5734,0
5737,0
5738,0
5740,0
5741,0
5747,0
5750,0
5754,0
5755,0
5756,0
5757,1
5758,1
5759,1
5760,1
5761,0
5763,1
5764,1
5765,1
5767,0
5768,1
5769,0
5770,0
5782,1
5784,0
5785,0
5787,0
5790,1
5791,0
5792,1
5793,0
5797,0
5798,0
